doi,pub_date,filename,file_format,num_bytes,total_downloads
10.13012/B2IDB-4520270_V1,2020-05-15,all_ner_bilstm_l2_0_lr_1e-3.zip,application/zip,3859519608,65
10.13012/B2IDB-4520270_V1,2020-05-15,yodie_ner.zip,application/zip,3837968860,55
10.13012/B2IDB-4520270_V1,2020-05-15,yodie_ner_l2_0_lr_1e-3.zip,application/zip,3837991854,59
10.13012/B2IDB-4520270_V1,2020-05-15,all_multitask_stacked_l2_0_lr_0.001_no_neel_no_dimsum.zip,application/zip,3949442900,64
10.13012/B2IDB-4520270_V1,2020-05-15,all_ner_bilstm_no_neel.zip,application/zip,2806285763,68
10.13012/B2IDB-4520270_V1,2020-05-15,all_multitask_shared_l2_0_lr_0.001_no_neel_no_dimsum.zip,application/zip,3865208366,66
10.13012/B2IDB-4520270_V1,2020-05-15,neel_ner_l2_0_lr_1e-3.zip,application/zip,2092980429,65
10.13012/B2IDB-4520270_V1,2020-05-15,all_pos_bilstm.zip,application/zip,1752804494,66
10.13012/B2IDB-4520270_V1,2020-05-15,all_pos_self_attention.zip,application/zip,2444176771,72
10.13012/B2IDB-4520270_V1,2020-05-15,ark_pos.zip,application/zip,2441991723,68
10.13012/B2IDB-4520270_V1,2020-05-15,ark_pos_l2_0_lr_1e-3.zip,application/zip,3837882531,67
10.13012/B2IDB-4520270_V1,2020-05-15,broad_ner.zip,application/zip,3837876537,66
10.13012/B2IDB-4520270_V1,2020-05-15,all_ner.zip,application/zip,3141662050,69
10.13012/B2IDB-4520270_V1,2020-05-15,all_multitask_shared_no_neel_no_dimsum.zip,application/zip,2810902127,66
10.13012/B2IDB-0887518_V1,2020-11-01,Vestal Grove Transect IL.xlsx,application/vnd.ms-excel,144117,24
10.13012/B2IDB-0790815_V3,2019-03-25,GAPIT_output.zip,application/zip,999613841,237
10.13012/B2IDB-0790815_V3,2019-03-25,180329tables.R,text/plain,19256,242
10.13012/B2IDB-0790815_V3,2019-03-25,180329maps.R,text/plain,12388,242
10.13012/B2IDB-0790815_V3,2019-03-25,190221selection_index.R,text/plain,22385,242
10.13012/B2IDB-0790815_V3,2019-03-25,181218plotQTL.R,text/plain,6838,240
10.13012/B2IDB-0790815_V3,2019-03-25,170103BClambdas.csv,text/csv,1350,240
10.13012/B2IDB-0790815_V3,2019-03-25,161213dapcgroups.csv,text/csv,16288,250
10.13012/B2IDB-0790815_V3,2019-03-25,141230combined_data_and_positions.RData,application/x-gzip,2856817,232
10.13012/B2IDB-0790815_V3,2019-03-25,Msi_unimputed_SNP_genotypes_field_trial.csv,text/csv,62586674,236
10.13012/B2IDB-0790815_V3,2019-03-25,170308GAPIT_prep.R,text/plain,6724,235
10.13012/B2IDB-0790815_V3,2019-03-25,170206yieldQC.R,text/plain,10380,237
10.13012/B2IDB-0790815_V3,2019-03-25,161024Qvalues.csv,text/csv,35543,236
10.13012/B2IDB-0790815_V3,2019-03-25,yield_sig.csv,text/csv,16578,261
10.13012/B2IDB-0790815_V3,2019-03-25,180410Universal_Response_Function.R,text/plain,23727,251
10.13012/B2IDB-0790815_V3,2019-03-25,DataS2_marker_info.xlsx,application/vnd.ms-excel,121305267,242
10.13012/B2IDB-0790815_V3,2019-03-25,161128blups_for_map.csv,text/csv,56296,237
10.13012/B2IDB-0790815_V3,2019-03-25,160323combine_and_filter_markers.R,text/plain,15493,235
10.13012/B2IDB-0790815_V3,2019-03-25,160314markers3.csv,text/csv,8905886,239
10.13012/B2IDB-0790815_V3,2019-03-25,170205combined_yield_components_all.csv,text/csv,1356849,269
10.13012/B2IDB-0790815_V3,2019-03-25,other_qtl.csv,text/csv,23118,241
10.13012/B2IDB-0790815_V3,2019-03-25,cc_sig.csv,text/csv,6606,248
10.13012/B2IDB-0790815_V3,2019-03-25,170106BLUPs_to_redo_for_GS_and_GWAS.csv,text/csv,153182,246
10.13012/B2IDB-0790815_V3,2019-03-25,cml_sig.csv,text/csv,13280,232
10.13012/B2IDB-0790815_V3,2019-03-25,180402genetic_correlations_traits.R,text/plain,21672,240
10.13012/B2IDB-0790815_V3,2019-03-25,170111kin_blup_test_for_Maria.R,text/plain,2970,246
10.13012/B2IDB-0790815_V3,2019-03-25,170308GAPIT_script.R,text/plain,1604,240
10.13012/B2IDB-0790815_V3,2019-03-25,190221QST_and_genotype-within-group_BLUPs.R,text/plain,41176,235
10.13012/B2IDB-0790815_V3,2019-03-25,161201markers.csv,text/csv,9850291,260
10.13012/B2IDB-0790815_V3,2019-03-25,hapMap2numeric.R,text/plain,1536,229
10.13012/B2IDB-0790815_V3,2019-03-25,index_gff3.py,text/x-python,3859,242
10.13012/B2IDB-0790815_V3,2019-03-25,README_for_IDB_v3.txt,text/plain,11996,168
10.13012/B2IDB-0790815_V3,2019-03-25,161104markers.csv,text/csv,10753516,308
10.13012/B2IDB-0790815_V3,2019-03-25,140527entrylookuptable.csv,text/csv,18126,249
10.13012/B2IDB-0790815_V3,2019-03-25,Msi_imputed_SNP_genotypes_field_trial.csv,text/csv,197143068,256
10.13012/B2IDB-0790815_V3,2019-03-25,Msi_SNP_info_field_trial.csv,text/csv,5086632,345
10.13012/B2IDB-0790815_V3,2019-03-25,170310 back transform LSmeans.R,text/plain,19650,240
10.13012/B2IDB-0790815_V3,2019-03-25,171030 analyze GAPIT results.R,text/plain,43626,237
10.13012/B2IDB-0790815_V3,2019-03-25,170215heritability_blups_gen_predict.R,text/plain,17947,237
10.13012/B2IDB-0790815_V3,2019-03-25,170111markers.csv,text/csv,12987866,315
10.13012/B2IDB-0790815_V3,2019-03-25,index_gff3_170111.py,text/x-python,3861,280
10.13012/B2IDB-0790815_V3,2019-03-25,NsiI_HapMap.zip,application/zip,109410231,243
10.13012/B2IDB-0790815_V3,2019-03-25,PstI_HapMap.zip,application/zip,63895526,234
10.13012/B2IDB-2044905_V1,2019-03-22,readme.docx,application/msword,13159,160
10.13012/B2IDB-2044905_V1,2019-03-22,Descriptions of videos.xlsx,application/vnd.ms-excel,11111,155
10.13012/B2IDB-2044905_V1,2019-03-22,BRTH_1352-66495_A.MP4,video/quicktime,36516269,155
10.13012/B2IDB-2044905_V1,2019-03-22,CACH_2810-03709_C.MP4,video/quicktime,210801448,150
10.13012/B2IDB-2044905_V1,2019-03-22,COYE_2840-00518_A.MP4,video/quicktime,82757503,151
10.13012/B2IDB-2044905_V1,2019-03-22,EABL_2741-54933_D.MP4,video/quicktime,190497336,153
10.13012/B2IDB-2044905_V1,2019-03-22,FISP_2810-03760_A.MP4,video/quicktime,98409122,148
10.13012/B2IDB-2044905_V1,2019-03-22,HOWR_2810-03785_D.MP4,video/quicktime,88684533,162
10.13012/B2IDB-2044905_V1,2019-03-22,NOCA_2701-40106_A.MP4,video/quicktime,81484646,156
10.13012/B2IDB-2044905_V1,2019-03-22,EAPH_2750-72555_A.MP4,video/quicktime,51828891,154
10.13012/B2IDB-2044905_V1,2019-03-22,GRCA_2701-40142_A.MP4,video/quicktime,62152895,161
10.13012/B2IDB-2044905_V1,2019-03-22,INBU_2631-63137_A.MP4,video/quicktime,30766166,150
10.13012/B2IDB-4384362_V1,2019-03-19,Meltwater meandering channel centerlines.xlsx,application/vnd.ms-excel,637207,190
10.13012/B2IDB-4384362_V1,2019-03-19,Centimeter scale rivulet images.pdf,application/pdf,3666084,162
10.13012/B2IDB-4384362_V1,2019-03-19,Millimeter scale and Peterman Ice Island centerlines.pdf,application/pdf,865098,163
10.13012/B2IDB-6858418_V2,2017-12-22,MS002_Post_Vel_L_Shoulder.TXT_V2,text/plain,3905,203
10.13012/B2IDB-6858418_V2,2017-12-22,MS003_Pre_Vel_L_Trochanter.TXT_V2,text/plain,5276,206
10.13012/B2IDB-6858418_V2,2017-12-22,MS005_Post_Vel_R_Upper_Leg.TXT_V2,text/plain,7376,199
10.13012/B2IDB-6858418_V2,2017-12-22,MS003_Post_Vel_R_Toe.TXT_V2,text/plain,5624,256
10.13012/B2IDB-6858418_V2,2017-12-22,MS004_Post_Vel_R_Elbow.TXT_V2,text/plain,10114,212
10.13012/B2IDB-6858418_V2,2017-12-22,MS004_Pre_Vel_L_Lower_Arm.TXT_V2,text/plain,13666,267
10.13012/B2IDB-6858418_V2,2017-12-22,MS001_Pre_Vel_L_Lat_Ankle.TXT_V2,text/plain,7575,288
10.13012/B2IDB-6858418_V2,2017-12-22,MS005_Pre_Vel_L_Elbow.TXT_V2,text/plain,7309,196
10.13012/B2IDB-6858418_V2,2017-12-22,MS005_Post_Vel_R_Toe.TXT_V2,text/plain,7069,229
10.13012/B2IDB-6858418_V2,2017-12-22,MS004_Post_Force_Right.mat,application/octet-stream,752808,267
10.13012/B2IDB-6858418_V2,2017-12-22,MS002_Pre_Vel_L_Upper_Leg.TXT_V2,text/plain,4474,260
10.13012/B2IDB-6858418_V2,2017-12-22,MS003_Post_Vel_L_Lat_Ankle.TXT_V2,text/plain,5733,291
10.13012/B2IDB-6858418_V2,2017-12-22,MS003_Post_R_Lat_Ankle.TXT_V2,text/plain,5709,265
10.13012/B2IDB-6858418_V2,2017-12-22,MS002_Pre_Vel_L_Lower_Arm.TXT_V2,text/plain,4475,209
10.13012/B2IDB-6858418_V2,2017-12-22,MS004_Post_Vel_L_Trochanter.TXT_V2,text/plain,10115,256
10.13012/B2IDB-6858418_V2,2017-12-22,MS004_Post_Vel_R_Hand.TXT_V2,text/plain,10289,280
10.13012/B2IDB-6858418_V2,2017-12-22,MS006_Post_Vel_R_Toe.TXT_V2,text/plain,12740,271
10.13012/B2IDB-6858418_V2,2017-12-22,MS002_Post_Force_Left.mat,application/octet-stream,581456,281
10.13012/B2IDB-6858418_V2,2017-12-22,MS002_Post_Force_Forward.mat,application/octet-stream,777296,282
10.13012/B2IDB-6858418_V2,2017-12-22,MS004_Pre_Vel_R_Shoulder.TXT_V2,text/plain,13696,264
10.13012/B2IDB-6858418_V2,2017-12-22,MS001_Pre_Vel_L_Upper_Arm.TXT_V2,text/plain,7761,300
10.13012/B2IDB-6858418_V2,2017-12-22,MS003_Pre_Vel_R_Lat_Ankle.TXT_V2,text/plain,5153,272
10.13012/B2IDB-6858418_V2,2017-12-22,MS003_Pre_Force_Back.mat,application/octet-stream,1441896,299
10.13012/B2IDB-6858418_V2,2017-12-22,MS004_Pre_Vel_R_Upper_Leg.TXT_V2,text/plain,13723,260
10.13012/B2IDB-6858418_V2,2017-12-22,MS008_Pre_Vel_L_Lower_Leg.TXT_V2,text/plain,7310,253
10.13012/B2IDB-6858418_V2,2017-12-22,MS002_Pre_Force_Forward.mat,application/octet-stream,1441904,331
10.13012/B2IDB-6858418_V2,2017-12-22,MS003_Post_Force_Right.mat,application/octet-stream,572856,258
10.13012/B2IDB-6858418_V2,2017-12-22,MS001_Post_Vel_L_Knee.TXT_V2,text/plain,5814,316
10.13012/B2IDB-6858418_V2,2017-12-22,MS006_Post_Force_Right.mat,application/octet-stream,617440,229
10.13012/B2IDB-6858418_V2,2017-12-22,MS007_Pre_Vel_L_Hand.TXT_V2,text/plain,20282,242
10.13012/B2IDB-6858418_V2,2017-12-22,MS005_Post_Vel_L_Knee.TXT_V2,text/plain,7385,278
10.13012/B2IDB-6858418_V2,2017-12-22,MS005_Post_Vel_L_Temple.TXT_V2,text/plain,7170,253
10.13012/B2IDB-6858418_V2,2017-12-22,MS005_Post_Vel_R_Lower_Arm.TXT_V2,text/plain,7428,173
10.13012/B2IDB-6858418_V2,2017-12-22,MS004_Pre_Force_Back.mat,application/octet-stream,1441880,276
10.13012/B2IDB-6858418_V2,2017-12-22,MS003_Pre_Vel_L_Lat_Ankle.TXT_V2,text/plain,5277,278
10.13012/B2IDB-6858418_V2,2017-12-22,MS004_Post_Vel_L_Upper_Leg.TXT_V2,text/plain,10108,249
10.13012/B2IDB-6858418_V2,2017-12-22,MS004_Post_Vel_R_Lat_Ankle.TXT_V2,text/plain,9820,274
10.13012/B2IDB-6858418_V2,2017-12-22,MS004_Pre_Force_Forward.mat,application/octet-stream,1441880,271
10.13012/B2IDB-6858418_V2,2017-12-22,MS002_Pre_Vel_R_Upper_Arm.TXT_V2,text/plain,4450,283
10.13012/B2IDB-6858418_V2,2017-12-22,MS002_Post_Force_Right.mat,application/octet-stream,878096,271
10.13012/B2IDB-6858418_V2,2017-12-22,MS003_Post_Vel_L_Knee.TXT_V2,text/plain,5918,270
10.13012/B2IDB-6858418_V2,2017-12-22,MS007_Post_Vel_R_Trochanter.TXT_V2,text/plain,13216,260
10.13012/B2IDB-6858418_V2,2017-12-22,MS003_Pre_Vel_L_Knee.TXT_V2,text/plain,5421,260
10.13012/B2IDB-6858418_V2,2017-12-22,MS003_Post_Vel_L_Hand.TXT_V2,text/plain,5854,288
10.13012/B2IDB-6858418_V2,2017-12-22,MS007_Pre_Vel_R_Lower_Arm.TXT_V2,text/plain,19978,199
10.13012/B2IDB-6858418_V2,2017-12-22,MS002_Post_Vel_R_Temple.TXT_V2,text/plain,3905,276
10.13012/B2IDB-6858418_V2,2017-12-22,MS008_Pre_Force_Right.mat,application/octet-stream,398608,204
10.13012/B2IDB-6858418_V2,2017-12-22,MS002_Pre_Vel_L_Shoulder.TXT_V2,text/plain,4436,216
10.13012/B2IDB-6858418_V2,2017-12-22,MS003_Pre_Force_Forward.mat,application/octet-stream,1441896,269
10.13012/B2IDB-6858418_V2,2017-12-22,MS008_Post_Vel_L_Lower_Arm.TXT_V2,text/plain,5719,242
10.13012/B2IDB-6858418_V2,2017-12-22,MS007_Pre_Vel_L_Upper_Arm.TXT_V2,text/plain,7398,275
10.13012/B2IDB-6858418_V2,2017-12-22,MS007_Post_Vel_R_Upper_Arm.TXT_V2,text/plain,13216,258
10.13012/B2IDB-6858418_V2,2017-12-22,MS007_Post_Vel_L_Lower_Arm.TXT_V2,text/plain,5682,267
10.13012/B2IDB-6858418_V2,2017-12-22,MS007_Post_Vel_L_Upper_Leg.TXT_V2,text/plain,5711,279
10.13012/B2IDB-6858418_V2,2017-12-22,MS004_Pre_Force_Left.mat,application/octet-stream,1441880,267
10.13012/B2IDB-6858418_V2,2017-12-22,MS005_Post_Force_Left.mat,application/octet-stream,311440,296
10.13012/B2IDB-6858418_V2,2017-12-22,MS002_Pre_Vel_R_Hand.TXT_V2,text/plain,4495,288
10.13012/B2IDB-6858418_V2,2017-12-22,MS002_Post_Vel_R_Lower_Arm.TXT_V2,text/plain,3946,302
10.13012/B2IDB-6858418_V2,2017-12-22,MS005_Post_Vel_R_Knee.TXT_V2,text/plain,7357,256
10.13012/B2IDB-6858418_V2,2017-12-22,MS001_Pre_Vel_L_Toe.TXT_V2,text/plain,7504,293
10.13012/B2IDB-6858418_V2,2017-12-22,MS006_Post_Vel_R_Hand.TXT_V2,text/plain,13195,263
10.13012/B2IDB-6858418_V2,2017-12-22,MS002_Post_Vel_L_Upper_Leg.TXT_V2,text/plain,4030,267
10.13012/B2IDB-6858418_V2,2017-12-22,MS004_Post_Vel_L_Elbow.TXT_V2,text/plain,10101,266
10.13012/B2IDB-6858418_V2,2017-12-22,MS004_Post_Vel_L_Lat_Ankle.TXT_V2,text/plain,9923,271
10.13012/B2IDB-6858418_V2,2017-12-22,MS008_Pre_Vel_R_Lower_Arm.TXT_V2,text/plain,7438,278
10.13012/B2IDB-6858418_V2,2017-12-22,MS006_Pre_Vel_L_Knee.TXT_V2,text/plain,19906,236
10.13012/B2IDB-6858418_V2,2017-12-22,MS001_Post_Vel_L_Hand.TXT_V2,text/plain,5812,259
10.13012/B2IDB-6858418_V2,2017-12-22,MS005_Pre_Vel_R_Knee.TXT_V2,text/plain,7270,271
10.13012/B2IDB-6858418_V2,2017-12-22,MS004_Post_Vel_L_Temple.TXT_V2,text/plain,10114,261
10.13012/B2IDB-6858418_V2,2017-12-22,MS005_Pre_Vel_R_Temple.TXT_V2,text/plain,7150,264
10.13012/B2IDB-6858418_V2,2017-12-22,MS006_Post_Vel_R_Elbow.TXT_V2,text/plain,13210,175
10.13012/B2IDB-6858418_V2,2017-12-22,MS006_Pre_Vel_R_Ankle.TXT_V2,text/plain,19545,274
10.13012/B2IDB-6858418_V2,2017-12-22,MS001_Pre_Force_Back.mat,application/octet-stream,1441896,258
10.13012/B2IDB-6858418_V2,2017-12-22,MS002_Pre_Force_Back.mat,application/octet-stream,1441896,234
10.13012/B2IDB-6858418_V2,2017-12-22,MS006_Post_Vel_R_Knee.TXT_V2,text/plain,13181,262
10.13012/B2IDB-6858418_V2,2017-12-22,MS008_Pre_Vel_R_Upper_Leg.TXT_V2,text/plain,7321,272
10.13012/B2IDB-6858418_V2,2017-12-22,MS006_Post_Vel_R_Upper_Arm.TXT_V2,text/plain,13216,273
10.13012/B2IDB-6858418_V2,2017-12-22,MS008_Post_Vel_L_Trochanter.TXT_V2,text/plain,5809,275
10.13012/B2IDB-6858418_V2,2017-12-22,MS006_Post_Vel_L_Hand.TXT_V2,text/plain,13630,257
10.13012/B2IDB-6858418_V2,2017-12-22,MS008_Pre_Vel_L_Shoulder.TXT_V2,text/plain,7307,204
10.13012/B2IDB-6858418_V2,2017-12-22,MS003_Pre_Vel_L_Upper_Leg.TXT_V2,text/plain,5402,257
10.13012/B2IDB-6858418_V2,2017-12-22,MS008_Post_Vel_R_Ankle.TXT_V2,text/plain,5511,283
10.13012/B2IDB-6858418_V2,2017-12-22,MS003_Post_Vel_R_Elbow.TXT_V2,text/plain,5856,264
10.13012/B2IDB-6858418_V2,2017-12-22,MS008_Pre_Vel_R_Toe.TXT_V2,text/plain,7036,256
10.13012/B2IDB-6858418_V2,2017-12-22,MS001_Post_Vel_R_Upper_Leg.TXT_V2,text/plain,5692,302
10.13012/B2IDB-6858418_V2,2017-12-22,MS004_Post_Vel_R_Lower_Leg.TXT_V2,text/plain,10029,273
10.13012/B2IDB-6858418_V2,2017-12-22,MS004_Pre_Vel_R_Hand.TXT_V2,text/plain,13729,261
10.13012/B2IDB-6858418_V2,2017-12-22,MS005_Post_Force_Right.mat,application/octet-stream,347440,277
10.13012/B2IDB-6858418_V2,2017-12-22,MS006_Post_Force_Forward.mat,application/octet-stream,1212160,206
10.13012/B2IDB-6858418_V2,2017-12-22,MS007_Post_Vel_R_Elbow.TXT_V2,text/plain,5719,206
10.13012/B2IDB-6858418_V2,2017-12-22,MS005_Post_Vel_R_Trochanter.TXT_V2,text/plain,7273,269
10.13012/B2IDB-6858418_V2,2017-12-22,MS004_Post_Vel_L_Hand.TXT_V2,text/plain,10344,262
10.13012/B2IDB-6858418_V2,2017-12-22,MS001_Post_Vel_R_Shoulder.TXT_V2,text/plain,5691,236
10.13012/B2IDB-6858418_V2,2017-12-22,MS003_Pre_Vel_R_Toe.TXT_V2,text/plain,5102,227
10.13012/B2IDB-6858418_V2,2017-12-22,MS005_Post_Vel_L_Upper_Arm.TXT_V2,text/plain,7442,271
10.13012/B2IDB-6858418_V2,2017-12-22,MS002_Post_Vel_R_Elbow.TXT_V2,text/plain,3938,274
10.13012/B2IDB-6858418_V2,2017-12-22,MS002_Pre_Vel_L_Temple.TXT_V2,text/plain,4360,268
10.13012/B2IDB-6858418_V2,2017-12-22,MS004_Post_Vel_R_Trochanter.TXT_V2,text/plain,10125,190
10.13012/B2IDB-6858418_V2,2017-12-22,MS003_Pre_Vel_L_Hand.TXT_V2,text/plain,5342,255
10.13012/B2IDB-6858418_V2,2017-12-22,MS003_Pre_Vel_R_Elbow.TXT_V2,text/plain,5374,270
10.13012/B2IDB-6858418_V2,2017-12-22,MS004_Pre_Vel_L_Upper_Leg.TXT_V2,text/plain,13683,257
10.13012/B2IDB-6858418_V2,2017-12-22,MS003_Pre_Vel_L_Toe.TXT_V2,text/plain,5175,281
10.13012/B2IDB-6858418_V2,2017-12-22,MS003_Post_Vel_L_Lower_Leg.TXT_V2,text/plain,5799,247
10.13012/B2IDB-6858418_V2,2017-12-22,MS004_Pre_Vel_R_Lower_Leg.TXT_V2,text/plain,13502,281
10.13012/B2IDB-6858418_V2,2017-12-22,MS003_Pre_Vel_L_Elbow.TXT_V2,text/plain,5277,287
10.13012/B2IDB-6858418_V2,2017-12-22,MS004_Post_Vel_L_Upper_Arm.TXT_V2,text/plain,10119,261
10.13012/B2IDB-6858418_V2,2017-12-22,MS002_Pre_Vel_L_Elbow.TXT_V2,text/plain,4444,281
10.13012/B2IDB-6858418_V2,2017-12-22,MS003_Pre_Vel_R_Upper_Arm.TXT_V2,text/plain,5298,215
10.13012/B2IDB-6858418_V2,2017-12-22,MS005_Pre_Vel_L_Trochanter.TXT_V2,text/plain,7155,203
10.13012/B2IDB-6858418_V2,2017-12-22,MS005_Post_Vel_L_Hand.TXT_V2,text/plain,7510,249
10.13012/B2IDB-6858418_V2,2017-12-22,MS005_Post_Vel_R_Temple.TXT_V2,text/plain,7206,208
10.13012/B2IDB-6858418_V2,2017-12-22,MS003_Pre_Vel_L_Upper_Arm.TXT_V2,text/plain,5282,245
10.13012/B2IDB-6858418_V2,2017-12-22,MS002_Post_Vel_L_Upper_Arm.TXT_V2,text/plain,3932,244
10.13012/B2IDB-6858418_V2,2017-12-22,MS002_Post_Vel_R_Toe.TXT_V2,text/plain,3737,235
10.13012/B2IDB-6858418_V2,2017-12-22,MS002_Pre_Vel_L_Hand.TXT_V2,text/plain,4483,281
10.13012/B2IDB-6858418_V2,2017-12-22,MS005_Post_Vel_R_Shoulder.TXT_V2,text/plain,7288,266
10.13012/B2IDB-6858418_V2,2017-12-22,MS004_Pre_Vel_L_Hand.TXT_V2,text/plain,13744,261
10.13012/B2IDB-6858418_V2,2017-12-22,MS004_Pre_Vel_L_Upper_Arm.TXT_V2,text/plain,13689,273
10.13012/B2IDB-6858418_V2,2017-12-22,MS001_Pre_Vel_R_Shoulder.TXT_V2,text/plain,6752,285
10.13012/B2IDB-6858418_V2,2017-12-22,MS001_Post_Vel_R_Hand.TXT_V2,text/plain,5747,232
10.13012/B2IDB-6858418_V2,2017-12-22,MS002_Post_Vel_L_Hand.TXT_V2,text/plain,4066,198
10.13012/B2IDB-6858418_V2,2017-12-22,MS005_Pre_Vel_R_Lower_Leg.TXT_V2,text/plain,7276,259
10.13012/B2IDB-6858418_V2,2017-12-22,MS006_Post_Vel_R_Upper_Leg.TXT_V2,text/plain,13180,258
10.13012/B2IDB-6858418_V2,2017-12-22,MS005_Pre_Vel_R_Elbow.TXT_V2,text/plain,7332,264
10.13012/B2IDB-6858418_V2,2017-12-22,MS005_Pre_Vel_R_Toe.TXT_V2,text/plain,6957,195
10.13012/B2IDB-6858418_V2,2017-12-22,MS005_Pre_Vel_R_Hand.TXT_V2,text/plain,7340,254
10.13012/B2IDB-6858418_V2,2017-12-22,MS005_Pre_Vel_R_Trochanter.TXT_V2,text/plain,7146,256
10.13012/B2IDB-6858418_V2,2017-12-22,MS003_Post_Vel_L_Temple.TXT_V2,text/plain,5798,287
10.13012/B2IDB-6858418_V2,2017-12-22,MS004_Post_Vel_R_Shoudler.TXT_V2,text/plain,10121,215
10.13012/B2IDB-6858418_V2,2017-12-22,MS003_Pre_Vel_L_Lower_Arm.TXT_V2,text/plain,5323,276
10.13012/B2IDB-6858418_V2,2017-12-22,MS007_Post_Vel_L_Toe.TXT_V2,text/plain,5378,199
10.13012/B2IDB-6858418_V2,2017-12-22,MS004_Pre_Vel_L_Lower_Leg.TXT_V2,text/plain,13338,212
10.13012/B2IDB-6858418_V2,2017-12-22,MS003_Post_Vel_L_Toe.TXT_V2,text/plain,5614,215
10.13012/B2IDB-6858418_V2,2017-12-22,MS003_Post_Vel_R_Hand.TXT_V2,text/plain,5886,263
10.13012/B2IDB-6858418_V2,2017-12-22,MS002_Post_Vel_L_Trochanter.TXT_V2,text/plain,4002,267
10.13012/B2IDB-6858418_V2,2017-12-22,MS002_Pre_Vel_R_Lower_Arm.TXT_V2,text/plain,4491,258
10.13012/B2IDB-6858418_V2,2017-12-22,MS008_Pre_Force_Forward.mat,application/octet-stream,317064,272
10.13012/B2IDB-6858418_V2,2017-12-22,MS008_Pre_Vel_L_Hand.TXT_V2,text/plain,7471,274
10.13012/B2IDB-6858418_V2,2017-12-22,MS005_Post_Force_Back.mat,application/octet-stream,350336,304
10.13012/B2IDB-6858418_V2,2017-12-22,MS007_Pre_Force_Back.mat,application/octet-stream,433896,296
10.13012/B2IDB-6858418_V2,2017-12-22,MS005_Pre_Force_Right.mat,application/octet-stream,1441880,292
10.13012/B2IDB-6858418_V2,2017-12-22,MS006_Post_Force_Back.mat,application/octet-stream,639776,281
10.13012/B2IDB-6858418_V2,2017-12-22,MS003_Pre_Vel_R_Lower_Arm.TXT_V2,text/plain,5413,283
10.13012/B2IDB-6858418_V2,2017-12-22,MS008_Post_Vel_R_Elbow.TXT_V2,text/plain,5867,260
10.13012/B2IDB-6858418_V2,2017-12-22,MS001_Pre_Vel_L_Hand.TXT_V2,text/plain,7877,295
10.13012/B2IDB-6858418_V2,2017-12-22,MS007_Post_Force_Back.mat,application/octet-stream,415848,279
10.13012/B2IDB-6858418_V2,2017-12-22,MS004_Pre_Vel_R_Lat_Ankle.TXT_V2,text/plain,13209,273
10.13012/B2IDB-6858418_V2,2017-12-22,MS004_Pre_Vel_R_Upper_Arm.TXT_V2,text/plain,13709,289
10.13012/B2IDB-6858418_V2,2017-12-22,MS005_Post_Vel_L_Lower_Leg.TXT_V2,text/plain,6809,195
10.13012/B2IDB-6858418_V2,2017-12-22,MS008_Pre_Vel_L_Elbow.TXT_V2,text/plain,7424,262
10.13012/B2IDB-6858418_V2,2017-12-22,MS008_Pre_Vel_L_Upper_Leg.TXT_V2,text/plain,7424,267
10.13012/B2IDB-6858418_V2,2017-12-22,MS006_Pre_Vel_L_Lower_Leg.TXT_V2,text/plain,19510,208
10.13012/B2IDB-6858418_V2,2017-12-22,MS006_Pre_Vel_R_Knee.TXT_V2,text/plain,20043,278
10.13012/B2IDB-6858418_V2,2017-12-22,MS006_Post_Vel_L_Upper_Arm.TXT_V2,text/plain,13376,209
10.13012/B2IDB-6858418_V2,2017-12-22,MS008_Pre_Vel_R_Lower_Leg.TXT_V2,text/plain,7387,264
10.13012/B2IDB-6858418_V2,2017-12-22,MS002_Pre_Force_Left.mat,application/octet-stream,1441896,318
10.13012/B2IDB-6858418_V2,2017-12-22,MS003_Post_Force_Forward.mat,application/octet-stream,503744,227
10.13012/B2IDB-6858418_V2,2017-12-22,MS001_Post_Force_Back.mat,application/octet-stream,790296,334
10.13012/B2IDB-6858418_V2,2017-12-22,MS001_Post_Force_Right.mat,application/octet-stream,613192,292
10.13012/B2IDB-6858418_V2,2017-12-22,MS005_Pre_Vel_R_Upper_Leg.TXT_V2,text/plain,7271,252
10.13012/B2IDB-6858418_V2,2017-12-22,MS006_Post_Vel_L_Knee.TXT_V2,text/plain,13312,247
10.13012/B2IDB-6858418_V2,2017-12-22,MS008_Pre_Vel_R_Shoulder.TXT_V2,text/plain,7328,262
10.13012/B2IDB-6858418_V2,2017-12-22,MS006_Post_Vel_R_Shoulder.TXT_V2,text/plain,13201,201
10.13012/B2IDB-6858418_V2,2017-12-22,MS001_Post_Vel_L_Upper_Arm.TXT_V2,text/plain,5675,296
10.13012/B2IDB-6858418_V2,2017-12-22,MS008_Pre_Vel_R_Ankle.TXT_V2,text/plain,7169,220
10.13012/B2IDB-6858418_V2,2017-12-22,MS006_Post_Vel_L_Ankle.TXT_V2,text/plain,12950,262
10.13012/B2IDB-6858418_V2,2017-12-22,MS006_Post_Vel_L_Temple.TXT_V2,text/plain,13195,256
10.13012/B2IDB-6858418_V2,2017-12-22,MS004_Post_Force_Forward.mat,application/octet-stream,1035056,309
10.13012/B2IDB-6858418_V2,2017-12-22,MS006_Pre_Vel_L_Ankle.TXT_V2,text/plain,19347,272
